date,sentence,lvl1
1943,"18791948 Koenig , Marie Pierre Joseph Franois 18981970 Koga Mineichi 18851944 Koiso Kuniaki 18801950 Kokoda rail Campaign July 1942January 1943 Kln , Raid May 3031 , 1942 Kolombongara , Battle July 13 , 1943 Komandorski Islands , Battle March 26 , 1943 Komatsubara Michitar 18861940 Komura Keizo 18961978 Kond Nobutake 18861953 Kondor Legion Konev , Ivan Stepanovich 18971973 Konoe Fumimaro , Prince Japan 18911946 Korea Korsun Pocket , Battle January 25February 17 , 1944 Kozhedub , Ivan Nikitovich 19201991 Krebs , Hans 18981945 Kretschmer , Otto August W ilhelm 19121998 Krueger , Walter 18811967 Krug , Julius Albert 19071970 Kchler , Geor g von 18811968Kula Gulf , Battle July 6 , 1943 Kuribayashi adamichi 18911945 Kurita akeo 18891977 Kursk , Battle July 516 , 1943 Kusaka R ynosuke 18921971 Kuznetsov , Nikolai Gerasimovich 19041974 Kwajalein , Battle January 9February 6 , 1944 Laborde , Jean Joseph de 18781977 Laconia Incident September 1216 , 1942 Landing Craft Langsdorf f , Hans W ilhelm 18901939 Laon , Battle May 1719 , 1940 Latin America W ar Latvia Laval , Pierre 18831945 League Nations Leahy , William Daniel 18751959 Leclerc , Jacques Philippe 19021947 Lee , John Clif ford Hodges 18871958 Lee , W illiam Carey 18951948 Lee , W illis Augustus Ching 18881945 Leeb , W ilhelm Franz Josef Ritter von 18761956 Leese , Sir Oliver W illiam Har greave 18941978 Legentilhomme , Paul Louis 18841975 Leigh Light LeighMallory , Sir rafford 18921944 LeMay , Curtis Emerson 19061990 LendLease Leningrad , Siege July 10 , 1941January 27 , 1944 Lent , Helmut 19181944 Lopold III , King Belgians 19011983 Les Sept Iles , Action f October 23 , 1943 Leyte Gulf , Battle October 2326 , 1944 Leyte Landings October 20 , 1944 Liberty Ships Liddell Hart , Sir Basil Henry 18951970 Lidice Massacre June 910 , 1942 Ligurian Sea , Battle March 18 , 1945 Li Kenong 18991962 Lin Biao 19071971 Lindber gh , Charles Augustus 19021974 Lindemann , Frederick Alexander 18861957 List , Siegmund W ilhelm W alter 18801971 Literature W ar Lithuania Litviak , Lidiia Vladimirovna 19211943 Litvinov , Maxim Maksimovich 18761951Li Zongren 18911969 Lockwood , Charles Andrew , Jr",relevant
1920,"18901967 Logistics , Allied Logistics , Axis Lhr , Alexander 18851947 Lombok , Battle February 1920 , 1942 Lord Haw Haw 19061946 Lorraine Campaign September 1December 18 , 1944 Louisiana Maneuvers Love , Nancy Harkness 19141976 Lovett , Robert Abercrombie 18951986 Lucas , John Porter 18901949 Ltjens , Gnther 18891941 Luxembour g Lyme Bay , Battle April 28 , 1944 MacArthur , Douglas 18801964 Machine Guns Mackensen , Eberhard von 18891969 Maczek , Stanisaw 18921994 Madagascar Madoera Strait , Battle February 4 , 1942 Maginot Line Magwe , Battle March 822 , 1942 Makin Island , Battle November 2023 , 1943 Makin Island Raid August 1718 , 1942 Malaya Campaign 19411942 Malinovsky , Rodion akovlevich 18981967 Malmdy Massacre December 17 , 1944 Malta Malta , Air Battles 19401942 Malta , Convoy Battles June 1216 , 1942 Manado , Battle January 1 112 , 1942 Manchuria Campaign August 9September 5 , 1945 Manhattan Project Manila , Battle February 3March 3 , 1945 Mannerheim , Carl Gustav Emil von 18671951 Manstein , Erich von 18871973 Manteuf fel , Hasso Eccard von 18971978 Manzhouguo Mao Zedong 18931976 Maquis Marco Polo Bridge , Battle July 7 , 1937 Mareth , Battle March 2026 , 1943 Mariana Islands Campaign JuneAugust 1944 MARKET GARDEN , Operation September 1726 , 1944 Marschall , W ilhelm 18861976 Marseille , HansJoachim 19191942Marshall , Geor ge Catlett 18801959 Marshall , Samuel L yman Atwood 19001977 Marshall Islands , Naval Campaign January 29February 22 , 1944 Martel , Sir Gif fard Le Quesne 18891958 Martinengo , Federico Carlo 18971943 Matsui Iwane 18781948 Matsuoka Ysuke 18801946 McAulif fe , Anthony Clement 18981975 McCain , John Sidney , Sr ",relevant
1945,"18841945 McCloy , John Jay 18951989 McConnell , John Paul 19081986 McCreery , Sir Richard Loudon 18981967 McGrigor , Sir Rhoderick Robert 18931959 McIndoe , Sir Archibald Hector 19001960 McLain , Raymond Stallings 18901954 McMorris , Charles Horatio Soc 18901954 McNair , Lesley James 18831944 McNaughton , Andrew Geor ge Latta 18871966 Medical Experimentation Medicine W ar Mediterranean Theater , Naval Operations Meiktila , Battle February 28March 28 , 1945 Mellenthin , FriedrichW ilhelm von 19041997 Mengele , Josef 191 11979 Menzies , Robert 18941978 Merchant Aircraft Carrier Ships Meretskov , Kirill Afanasievich 18971968 Merrill , Frank Dow 19031955 Mersa Matrh , First Battle June 28 , 1942 Mersa Matrh , Second Battle November 7 , 1942 MerselKbir , Attack July 3 , 1940 Messe , Giovanni 18831968 Messerschmitt , W ilhelm Emil 18981978 Metaxas , Ioannis 18711941 Metz , Battle September 19November 22 , 1944 Mexico Meyer , Kurt 19101961 Middleton , roy Houston 18891976 Midway , Battle June 36 , 1942 Mihailovi , Dragoljub Draa 18931946 Mikawa Gunichi 18881981 Mikoajczyk , Stanisaw 19011966 Milch , Erhard 18921972 Miles , Milton Edward 19001961 Milne Bay , Battle August 25September 6 , 1942 Minakami Genz 18881944 MINCEMEA , Operation 1943 Mindanao , Campaign April 17June 30 , 1945Mindoro , Invasion Battle December 1316 , 1944 Mines , Land Mines , Sea Minesweeping Mine Laying , Sea Mine W arfare V essels Minsk , Battle June 27July 9 , 1941 Mitscher , Marc Andrew 18871947 Miyazaki Shigesabur 18921965 Model , W alther 18911945 Mlders , W erner 19131941 Molotov , Vyacheslav Mikhailovich 18901986 Monitors Monnet , Jean Omer Marie Gabriel 18881979 Montlimar , Battle August 2128 , 1944 Montgomery , Alfred Eugene 18911961 Montgomery , Sir Bernard Law 18871976 Moreell , Ben 18921978 Morgan , Frederick Edgeworth 18941967 Morgenthau , Henry , Jr",relevant
1944,"18911967 Morgenthau Plan 1944 Morison , Samuel Eliot 18871976 Morshead , Sir Leslie James 18891959 Mortars Moscow , Battle September 30 , 1941April 1942 Moscow Conference October 1930 , 1943 Moskalenko , Kirill Semenovich 19021985 Mosley , Sir Oswald Ernald 18961980 Moulin , Jean 18991943 Mountbatten , Louis Francis Albert V ictor Nicholas 19001979 Mulberries Munich Conference Preliminaries 1938 Murphy , Audie Leon 19241971 Murrow , Edward Roscoe 19081965 Muselier , mile Henri Dsir 18821965 Music W ar Mussolini , Benito 18831945 Mutaguchi Renya 18881966 Mut Akira 18921948 Myitkyina , Siege MayAugust 1944 Nagano Osami 18801947 Nagasaki , Bombing August 9 , 1945 Nagumo Chichi 18861944 Nakagawa Kunio 18981944 Nanjing Massacre December 13 , 1937January 22 , 1938 Napalm Narvik , Allied Evacuation June 58 , 1940 Narvik , Naval Battles April 10 13 , 1940Narvik , Operations April 24June 7 , 1940 National W ar Labor Board , YOU.S ",relevant
1939,"Naval Armament Naval Gunfire , Shore Support Naval Strategy , Allied Naval Strategy , Axis Naval Strengths , Atlantic Theater September 1 , 1939 Naval Strengths , Pacific Theater December 7 , 1941 Naval W arfare Nazi Racial Policies NaziSoviet NonAggression Pact August 23 , 1939 Neame , Sir Philip 18881978 Nearne , Eileen 19212010 Nehring , W alther Kurt 18921983 Nelson , Donald Marr 18881959 Netherlands Netherlands Campaign May 1015 , 1940 Netherlands East Indies Netherlands East Indies , Japanese Conquest 1942 NEULAND , Operation February 1942September 1943 Neurath , Konstantin Hermann Karl von 18731956 New Britain , Landings December 1943 New Fourth Army Incident January 4 , 1941 New Geor gia , Battle JulyOctober 1943 New Guinea Campaign March 8 , 1942September 13 , 1945 New Zealand Niemller , Martin 18921984 Nie Rongzhen 18991992 Nimitz , Chester W illiam 18851966 Nishimura Shoji 18891944 Nishi akeichi 19021945 Noble , Sir Percy Lockhart Harnam 18801955 Nogus , Charles Auguste Paul 18761971 Nomura Kichisabur 18871964 Norden Bombsight NORDWIND , Operation December 31 , 1944January 25 , 1945 Normandy Invasion DDay , June 6 , 1944 Campaign Norstad , Lauris 19071988 North Africa W ar North Africa Campaign 19401943 North Cape , Battle December 26 , 1943 Northeast Europe Theater Norway Norway , Air Force Norway , Army Norway , German Conquest 1940 Norway , Navy Novikov , Aleksandr Aleksandrovich 19001976Nuclear W eapons Nurember g Laws 1935 Nurember g Rallies Nuri alSaid Pasha 18881958 Obata Hideyoshi 18901944 OConnor , Richard Nugent 18891981 ODaniel , John W ilson 18941975 Oesch , Karl Lennart 18921978 Office Price Administration , YOU.S ",relevant
1945,"Oikawa Koshiro 18831958 Okamura asuji 18841966 OKane , Richard Hetherington 191 11994 kawa Shmei 18881957 Okinawa , Invasion March 16June 21 , 1945 Oktyabrsky , Filip Ser geyevich 18991969 Oldendorf , Jesse Bartlett 18871974 nishi akijir 18911945 Oppenheimer , Julius Robert 19041967 Oradour surGlane Massacre June 10 , 1944 Order 270 Organization odt Ormoc Bay , Battle December 3 , 1944 Ortona , Battle December 528 , 1943 shima Hiroshi 18861975 sterman , Hugo V iktor 18921975 ta Minoru 18911945 OVERLORD , Operation , Planning Ozawa Jisaburo 18861966 Paget , Sir Bernard Charles olver 18871961 Palatinate Campaign March 1945 Palawan Massacre December 14 , 1944 Palembang , Battle February 1416 , 1942 Panama Canal Panay Incident December 12 , 1937 Pantelleria , Allied Occupation June 1 1 , 1943 Papagos , Alexandros 18831955 Papen , Franz von 18791969 Papuan Campaign July 1942January 1943 Parachute Infantry Parachutes Paris , Liberation August 1926 , 1944 Paris Peace reaties February 10 , 1947 Park , Sir Keith Rodney 18921975 Parker , Geor ge Marshall , Jr ",relevant
1942,"18891968PartisansGuerrillas PASTORIUS , Operation June 1942 Patch , Alexander McCarrell , Jr ",relevant
1942,"18851945 PAUKENSCHLAG , Operation January 13July 19 , 1942 Paul , Prince Regent ugoslavia 18931976 Paulus , Friedrich 18901957 Paveli , Ante 18891959 Pavlov , Dimitri Grigorevich 18971941 Pearl Harbor , Attack December 7 , 1941 PEDEST AL , Operation August 315 , 1942 Peenemnde Peenemnde Raid August 1718 , 1943 Peiper , Joachim 19151976 Peleliu Island , Battle September 15November 27 , 1944 Peng Dehuai 18981974 Penicillin Pentagon Percival , Arthur Ernest 18871966 Ptain , Henri Philippe 18561951 Petlyakov , Vladimir Mikhailovich 18911942 Petrov , Ivan efimovich 18961958 Philippines Philippines , Japanese Conquest December 8 , 1941May 8 , 1942 Philippines , YOU.S ",relevant
1945,"Recapture October 20 , 1944August 15 , 1945 Philippine Sea , Battle June 1921 , 1944 Phillips , Sir Thomas om Spencer V aughan 18881941 Photoreconnaissance Pick , Lewis Andrew 18901956 Pistols Revolvers Pius XI , Pope 18571939 Pius XII , Pope 18761958 Placentia Bay Conference August 912 , 1941 Ploieti , Raids August 1 , 1943August 18 , 1944 PLUT Poland Poland , Air Force Poland , Army Poland , Navy Poland Campaign 1939 PolandEast Prussia Campaign July 1944April 1945 Popov , Markian Mikhailovich 19021969 Portal , Sir Charles Frederick Algernon 18931971 PortugalPotsdam Conference July 17August 2 , 1945 Pound , Sir Alfred Dudley Pickman Rogers 18771943 Prtelat , Andr Gaston 18741969 Prien , Gnther 19081941 Prince W ale Repulse , Sinking December 10 , 1941 Prisoners W ar Propaganda Proximity Fuze Psychological W arfare Puller , Lewis Burwell 18981971 Pyke , Geof frey Nathaniel Joseph 18931948 Pyle , Ernest Ernie aylor 19001945 Quebec Conference , First August 1424 , 1943 Quebec Conference , Second September 1216 , 1944 Queen Elizabeth Valiant , Sinking December 19 , 1941 Quesada , Elwood Richard Pete 19041993 Quezon , Manuel Luis 18781944 Quisling , V idkun Abraham Lauritz Jonsson 18871945 Rabaul Radar Raeder , Erich 18761960 Railroads Rainbow Plans Ramsay , Sir Bertram Home 18831945 Randolph , Asa Philip 18891979 Rankin , Jeannette Pickering 18801973 Raskova , Marina Mikhailovna 19121943 Rawalpindi , Loss November 23 , 1939 Red Ball Express August 24November 16 , 1944 Red Sea , Naval Operations 19401941 Reeves , Joseph Mason Bull 18721948 Reichenau , W alther von 18841942 Reichswald , Battle February 8March 10 , 1945 Reinhardt , Geor g Hans 18871963 Reitsch , Hanna 19121979 Religion W ar Remagen Bridge , Capture March 7 , 1945 Rendulic , Lothar 18871971 Rennell Island , Battle January 2930 , 1943 Resistance Reuben James , Sinking October 31 , 1941 Reynaud , Paul 18781966 Rhine Crossings March 724 , 1945 Rhineland , Remilitarization March 7 , 1936 Rhineland fensive February 8March 23 , 1945 Ribbentrop , Ulrich Friedrich W illy Joachim von 18931946Riccardi , Arturo 18781966 Richardson , Robert Charlwood , Jr ",relevant
1939,"18821954 Richthofen , Sir W olfram von 18951945 Ridgway , Matthew Bunker 18951993 Riefenstahl , Leni 19022003 Rifles Ro de la Plata , Battle December 13 , 1939 Ritchie , Sir Neil Methuen 18971983 Rogge , Bernhard 18991982 Rokossovsky , Konstantin Konstantinovich 18961968 Romania Romania , Air Force Romania , Army Romania , Navy Romania Campaign AugustSeptember 1944 Rome , Advance Capture MayJune 1944 Rommel , Erwin Johannes Eugen 18911944 Romulo , Carlos Pea 18991985 Roosevelt , Anna Eleanor 18841962 Roosevelt , Franklin D",relevant
1941,"18871944 Rosenber g , Alfred 18931946 Roslavl , Battle August 18 , 1941 Rostov , Battle November 1730 , 1941 Rote Kappelle Rotmistrov , Pavel Alekseyvich 19011982 Rotterdam , Destruction May 14 , 1940 ROUNDUP , Operation 1943 Rowecki , Stefan 18951944 ROY AL MARINE , Operation May 1940 Royal Navy V olunteer Reserve Royal Oak , HMS , Sinking October 14 , 1939 Rudel , HansUlrich 19161982 Ruge , Otto 18821961 Ruhr Air Campaign MarchJuly 1943 Ruhr Land Campaign 25 MarchApril 18 , 1945 Ruhr V alley Rundstedt , Karl Rudolf Gerd von 18751953 Ruweisat Ridge , Battles July 127 , 1942 Rydzmigy , Edward 18861941 Saalwchter , Alfred 18831945 Saar , French Invasion September 1939 Saeki Shizuo 18941980 SaintL , Battle July 1 119 , 1944 SaintNazaire , Raid March 28 , 1942 SaintPierre Miquelon , Free French Seizure December 24 , 1941 Saipan , Battle June 15July 9 , 1944Sait oshitsugu 18901944 Sakai Saburo 19162000 Sakonji Naomasa 18901948 Sakurai Seizo 18891985 Salazar , Antnio de Oliveira 18891970 Salerno Invasion September 9 , 1943 Salmide , Henri 19192010 Sano adayoshi 18891945 Sansonetti , Luigi 18881959 Santa Cruz Islands , Battle October 26 , 1942 Sasaki Minoru 18931961 Sasaki oichi 18861955 Sauckel , Fritz 18941946 Saucken , Dietrich von 18921980 Saunders , Laverne Geor ge Blondie 19031988 Savoia , Amedeo Umberto di 18981942 Savo Island , Battle August 9 , 1942 Scapa Flow Scheldt , Battles OctoberNovember 1944 Schepke , Joachim 19121941 Schindler , Oskar 19081974 Schmid , Anton 19001942 Schnaufer , Heinz Sir W olfgang 19221950 Scholl , Hans 19181943 Sophie 19211943 Schrner , Ferdinand 18921973 Schuschnigg , Kurt von 18971977 Schweinfurt Regensbur g Raids 1943 Seabees SEA LION , Operation , Planning 1940 Sedan , Battle May 14 , 1940 Seelow Heights , Battle April 1619 , 1945 Selective Service Act September 1940 Senger und Etterlin , Fridolin Rudolf von 18911963 Sevastopol , Siege October 30 , 1941July 4 , 1942 Seversky , Alexander Procofief f de 18941974 SeyssInquart , Arthur 18921946 Sfax , Action f April 16 , 1941 Shanghai , Battle August 13November 9 , 1937 Shaposhnikov , Boris Mikhailovich 18821945 Shepherd , Lemuel Cornick , Jr ",relevant
1944,"18961990 Sherman , Forrest Percival 18961951 Sherman , Frederick Carl 18881957 Shigemitsu Mamoru 18871957 Shimada Shigetaro 18831976 Shinano , IJN , Sinking November 29 , 1944 Ship Combat Information Center SH Plans Short , Sir W alter Campbell 18801949Shtemenko , Ser gei Matveevich 19071976 Shumilov , Mikhail Stepanovich 18951975 Shuttle Bombing , Soviet Union JuneAugust 1944 Siberian Internment Japanese SICHELSCHNITT , Operation 1940 Sicily , Invasion July 9August 22 , 1943 Sicily , Strait Sidon , Engagement f June 9 , 1941 Siegfried Line , Breaking OctoberDecember 1944 Signals Intelligence Sikorski , Wadysaw Eugeniusz 18811943 Simonds , Guy Granville 19031974 Simovi , Duan 18821962 Simpson , Sir W illiam Hood 18881980 Singapore , Battle February 815 , 1942 SinoJapanese Sir W ar 19371945 Sirte , First Battle December 17 , 1941 Sirte , Second Battle March 22 , 1942 Sittang , Battle February 1823 , 1942 Sitzkrieg October 4 , 1939May 10 , 1940 Skerki Bank , Battle near December 2 , 1942 Skorzeny , Otto 19081975 SLEDGEHAMMER , Operation Slessor , Sir John Cotesworth 18971979 Slim , Sir Sir W illiam Joseph 18911970 Slovik , Edward Donald 19201945 Smith , Holland McT yeire 18821967 Smith , Julian Constable 18851975 Smith , Ralph Corbett 18931998 Smith , Sir W alter Bedell 18951961 Smolensk , Battle July 10August 5 , 1941 Smuts , Jan Christian 18701950 Snipers Snorkel Sokolovsky , Vasily Danilovich 18971968 Solomon Islands , Naval Campaign August 1942February 1943 Somalia Somervell , Brehon Burke 18921955 Somerville , Sir James Fownes 18821949 Sonar Song Zheyuan 18851940 Sopwith , Sir Thomas Octave Murdoch 18881989 Sorge , Richard 18951944 Sosabowski , Stanisaw 18921967 Sosnkowski , Kazimierz 18851969 South Africa , Union Southeast Pacific Theater Southwest Pacific TheaterSoviet Union Soviet Union , Air Force Soviet Union , Army Soviet Union , Navy Soviet Sir W omen Combat Sir W ings 19421945 Soviet Sir W riters , Union Spaatz , Carl Andrew ooey 18911974 Spain Spanish Civil Sir W ar 19361939 Spears , Sir Edward Louis 18861974 Special Operations Executive Speer , Albert 19051981 Speidel , Hans 18971984 Sperrle , Hugo Sir W alter 18851953 Spitsber gen Sports Athletics Sprague , Clifton Albert Frederick 18961955 Sprague , Thomas Lamison 18941972 Spruance , Raymond Ames 18861969 Stalin , Joseph 18791953 Stalingrad , Battle August 23 , 1942February 2 , 1943 Standley , William Harrison 18721963 Stark , Harold Raynsford Betty 18801972 STARVATION , Operation March 27August 15 , 1945 Stauf fenber g , Claus Philipp Schenk von 19071944 Steiner , Felix 18961966 Steinhof f , Johannes 19131994 Stephen Hopkins versus Stier September 27 , 1942 Stephenson , Sir Sir W illiam Samuel 18961989 Stettinius , Edward Reilly , Jr",relevant
1944,"19001949 Stilwell , Joseph Sir W arren 18831946 Stimson , Henry Lewis 18671950 Stirling , Sir Archibald David 19151990 STRANGLE , Operation March 15May 1 1 , 1944 Stratemeyer , Geor ge Edward 18901969 Stroop , Jr gen 18951952 Student , Kurt 18901978 Stlpnagel , Karl Heinrich von 18861944 Stlpnagel , Otto von 18781948 Stump , Felix Budwell 18941972 Submachine Guns Submarines Submarines , Midget Suez Canal Sugihara Chiune 19001986 Sugiyama Hajime 18801945 Sultan , Daniel Isom 18851947 Sunda Strait , Battle February 28March 1 , 1942Sun Liren 19001990 Suomussalmi , Battle December 7 , 1939January 8 , 1940 Sutherland , Richard Kerens 18931966 Suzuki Kantar 186718681948 Suzuki Sosaku 18911945 Suzuki eiichi 18881989 Sweden Swift , Innis Palmer 18821953 Swing , Joseph May 18941984 Switzerland Sydney , HMAS , Sinking November 19 , 1941 Sydney , Japanese Raid May 31 , 1942 Syria Syria Lebanon , Campaign June 8July 14 , 1941 Szabo , V iolette Bushnell 19211945 Taiwan Takagi Skichi 18931979 Takagi akeo 18921944 Takahashi Ib 18881947 Takamatsu Nobuhito , Imperial Prince Japan 19051987 Tanaka Raizo 18921969 Tanaka Shinichi 18931976 Tanaka Shizuichi 18871945 Tang , YOU.S ",relevant
